Datetime,Open,High,Low,Close,Volume,OI,Date,Time
2024-08-28 09:15:00+05:30,1745.0,1745.0,1729.6,1733.1,54235,0,2024-08-28,09:15:00
2024-08-28 09:30:00+05:30,1732.5,1732.8,1723.15,1729.25,54861,0,2024-08-28,09:30:00
2024-08-28 09:45:00+05:30,1729.35,1738.0,1728.05,1737.2,31473,0,2024-08-28,09:45:00
2024-08-28 10:00:00+05:30,1737.2,1742.0,1736.1,1740.6,54615,0,2024-08-28,10:00:00
2024-08-28 10:15:00+05:30,1741.35,1741.5,1737.0,1740.45,14753,0,2024-08-28,10:15:00
2024-08-28 10:30:00+05:30,1740.45,1745.0,1738.9,1744.65,23450,0,2024-08-28,10:30:00
2024-08-28 10:45:00+05:30,1744.65,1744.65,1738.25,1741.6,18248,0,2024-08-28,10:45:00
2024-08-28 11:00:00+05:30,1742.0,1744.6,1738.25,1739.0,28274,0,2024-08-28,11:00:00
2024-08-28 11:15:00+05:30,1738.3,1739.9,1736.35,1737.5,17117,0,2024-08-28,11:15:00
2024-08-28 11:30:00+05:30,1737.5,1740.85,1735.35,1737.7,14915,0,2024-08-28,11:30:00
2024-08-28 11:45:00+05:30,1737.7,1739.1,1736.7,1738.25,13178,0,2024-08-28,11:45:00
2024-08-28 12:00:00+05:30,1738.25,1739.95,1736.5,1738.55,11758,0,2024-08-28,12:00:00
2024-08-28 12:15:00+05:30,1738.55,1743.35,1738.55,1740.75,22924,0,2024-08-28,12:15:00
2024-08-28 12:30:00+05:30,1741.1,1742.5,1737.6,1738.7,20389,0,2024-08-28,12:30:00
2024-08-28 12:45:00+05:30,1738.7,1739.0,1737.7,1738.8,13538,0,2024-08-28,12:45:00
2024-08-28 13:00:00+05:30,1738.85,1742.95,1737.9,1740.45,28275,0,2024-08-28,13:00:00
2024-08-28 13:15:00+05:30,1741.25,1743.2,1740.45,1742.0,14721,0,2024-08-28,13:15:00
2024-08-28 13:30:00+05:30,1742.0,1752.0,1740.75,1748.3,52643,0,2024-08-28,13:30:00
2024-08-28 13:45:00+05:30,1748.85,1763.35,1748.45,1757.75,139111,0,2024-08-28,13:45:00
