Datetime,Open,High,Low,Close,Volume,OI,Date,Time
2024-12-06 14:15:00+05:30,1716.3,1716.5,1712.75,1712.75,9250,0,2024-12-06,14:15:00
2024-12-06 14:20:00+05:30,1713.55,1715.5,1712.65,1714.05,12297,0,2024-12-06,14:20:00
2024-12-06 14:25:00+05:30,1714.05,1715.8,1713.7,1715.8,7397,0,2024-12-06,14:25:00
2024-12-06 14:30:00+05:30,1715.8,1716.5,1713.25,1714.35,10852,0,2024-12-06,14:30:00
2024-12-06 14:35:00+05:30,1714.1,1715.9,1713.15,1714.75,8227,0,2024-12-06,14:35:00
2024-12-06 14:40:00+05:30,1714.65,1714.9,1711.05,1711.85,10869,0,2024-12-06,14:40:00
2024-12-06 14:45:00+05:30,1712.0,1712.3,1710.9,1712.0,6427,0,2024-12-06,14:45:00
2024-12-06 14:50:00+05:30,1712.1,1714.0,1710.05,1710.15,11930,0,2024-12-06,14:50:00
2024-12-06 14:55:00+05:30,1710.15,1713.85,1710.15,1712.15,12713,0,2024-12-06,14:55:00
2024-12-06 15:00:00+05:30,1712.25,1713.2,1708.35,1710.5,34885,0,2024-12-06,15:00:00
2024-12-06 15:05:00+05:30,1710.55,1712.45,1709.55,1711.8,36136,0,2024-12-06,15:05:00
2024-12-06 15:10:00+05:30,1711.95,1712.05,1710.45,1711.1,40989,0,2024-12-06,15:10:00
2024-12-06 15:15:00+05:30,1711.1,1713.95,1709.6,1710.55,40339,0,2024-12-06,15:15:00
2024-12-06 15:20:00+05:30,1710.55,1711.9,1708.5,1710.05,52876,0,2024-12-06,15:20:00
2024-12-06 15:25:00+05:30,1710.0,1714.15,1709.0,1714.0,49773,0,2024-12-06,15:25:00
2024-12-09 09:15:00+05:30,1714.1,1748.55,1713.45,1741.0,84903,0,2024-12-09,09:15:00
2024-12-09 09:20:00+05:30,1741.0,1758.0,1738.5,1755.0,76850,0,2024-12-09,09:20:00
2024-12-09 09:25:00+05:30,1755.05,1756.0,1745.3,1747.75,62016,0,2024-12-09,09:25:00
2024-12-09 09:30:00+05:30,1748.1,1755.9,1746.8,1752.0,35933,0,2024-12-09,09:30:00
2024-12-09 09:35:00+05:30,1752.0,1756.65,1750.0,1752.1,28898,0,2024-12-09,09:35:00
2024-12-09 09:40:00+05:30,1752.1,1760.55,1748.1,1750.0,49841,0,2024-12-09,09:40:00
2024-12-09 09:45:00+05:30,1749.35,1755.0,1748.9,1751.5,11014,0,2024-12-09,09:45:00
2024-12-09 09:50:00+05:30,1752.4,1756.9,1752.0,1754.0,16370,0,2024-12-09,09:50:00
2024-12-09 09:55:00+05:30,1754.55,1758.0,1753.45,1755.0,14236,0,2024-12-09,09:55:00
2024-12-09 10:00:00+05:30,1755.3,1755.3,1752.75,1753.0,13220,0,2024-12-09,10:00:00
2024-12-09 10:05:00+05:30,1753.0,1753.95,1749.4,1753.05,17675,0,2024-12-09,10:05:00
2024-12-09 10:10:00+05:30,1753.05,1762.3,1753.05,1759.8,37590,0,2024-12-09,10:10:00
2024-12-09 10:15:00+05:30,1759.05,1762.0,1757.8,1761.0,26450,0,2024-12-09,10:15:00
2024-12-09 10:20:00+05:30,1761.0,1761.7,1759.6,1760.85,10098,0,2024-12-09,10:20:00
2024-12-09 10:25:00+05:30,1761.85,1764.0,1757.95,1761.95,24128,0,2024-12-09,10:25:00
2024-12-09 10:30:00+05:30,1761.9,1762.9,1758.05,1762.05,12645,0,2024-12-09,10:30:00
2024-12-09 10:35:00+05:30,1762.05,1762.9,1760.0,1762.9,6753,0,2024-12-09,10:35:00
2024-12-09 10:40:00+05:30,1762.5,1762.95,1753.25,1754.0,30844,0,2024-12-09,10:40:00
2024-12-09 10:45:00+05:30,1754.0,1755.0,1752.2,1752.95,7755,0,2024-12-09,10:45:00
2024-12-09 10:50:00+05:30,1752.95,1755.0,1751.0,1754.4,14139,0,2024-12-09,10:50:00
2024-12-09 10:55:00+05:30,1754.4,1755.0,1751.15,1753.7,9182,0,2024-12-09,10:55:00
2024-12-09 11:00:00+05:30,1753.7,1755.3,1753.5,1755.0,4116,0,2024-12-09,11:00:00
2024-12-09 11:05:00+05:30,1755.0,1755.0,1751.15,1752.55,6520,0,2024-12-09,11:05:00
2024-12-09 11:10:00+05:30,1752.4,1753.55,1749.0,1751.2,14715,0,2024-12-09,11:10:00
2024-12-09 11:15:00+05:30,1751.9,1755.0,1751.25,1753.8,5280,0,2024-12-09,11:15:00
2024-12-09 11:20:00+05:30,1753.8,1754.95,1753.25,1753.25,4223,0,2024-12-09,11:20:00
2024-12-09 11:25:00+05:30,1753.2,1753.2,1748.45,1750.75,13572,0,2024-12-09,11:25:00
2024-12-09 11:30:00+05:30,1750.75,1754.0,1749.5,1753.2,9485,0,2024-12-09,11:30:00
2024-12-09 11:35:00+05:30,1753.3,1754.85,1753.3,1754.45,4978,0,2024-12-09,11:35:00
2024-12-09 11:40:00+05:30,1754.45,1754.65,1753.0,1753.3,5438,0,2024-12-09,11:40:00
2024-12-09 11:45:00+05:30,1754.0,1755.75,1751.2,1751.6,10728,0,2024-12-09,11:45:00
2024-12-09 11:50:00+05:30,1752.3,1753.8,1751.45,1752.3,4782,0,2024-12-09,11:50:00
2024-12-09 11:55:00+05:30,1752.3,1752.85,1749.45,1750.3,9428,0,2024-12-09,11:55:00
2024-12-09 12:00:00+05:30,1750.3,1750.65,1743.2,1750.4,39062,0,2024-12-09,12:00:00
2024-12-09 12:05:00+05:30,1750.4,1750.4,1749.25,1750.05,4989,0,2024-12-09,12:05:00
2024-12-09 12:10:00+05:30,1750.05,1751.0,1749.25,1749.95,10653,0,2024-12-09,12:10:00
2024-12-09 12:15:00+05:30,1750.75,1759.85,1749.75,1757.4,25455,0,2024-12-09,12:15:00
2024-12-09 12:20:00+05:30,1757.05,1759.6,1755.4,1758.3,17022,0,2024-12-09,12:20:00
2024-12-09 12:25:00+05:30,1758.3,1759.0,1756.25,1757.6,9306,0,2024-12-09,12:25:00
2024-12-09 12:30:00+05:30,1757.6,1758.05,1755.05,1755.1,11852,0,2024-12-09,12:30:00
2024-12-09 12:35:00+05:30,1755.1,1757.9,1754.8,1757.9,7176,0,2024-12-09,12:35:00
2024-12-09 12:40:00+05:30,1757.5,1758.9,1757.0,1758.4,9477,0,2024-12-09,12:40:00
2024-12-09 12:45:00+05:30,1758.9,1760.0,1757.0,1758.05,10334,0,2024-12-09,12:45:00
2024-12-09 12:50:00+05:30,1758.1,1760.0,1757.7,1757.9,13064,0,2024-12-09,12:50:00
2024-12-09 12:55:00+05:30,1757.9,1758.65,1757.5,1757.95,4534,0,2024-12-09,12:55:00
2024-12-09 13:00:00+05:30,1757.95,1759.75,1757.2,1759.0,7917,0,2024-12-09,13:00:00
2024-12-09 13:05:00+05:30,1759.0,1760.5,1758.05,1760.1,11330,0,2024-12-09,13:05:00
2024-12-09 13:10:00+05:30,1760.1,1761.0,1759.45,1760.7,6284,0,2024-12-09,13:10:00
2024-12-09 13:15:00+05:30,1760.7,1761.0,1757.0,1758.05,9683,0,2024-12-09,13:15:00
2024-12-09 13:20:00+05:30,1758.05,1759.25,1757.0,1757.75,6792,0,2024-12-09,13:20:00
2024-12-09 13:25:00+05:30,1757.75,1758.45,1756.35,1757.25,6824,0,2024-12-09,13:25:00
2024-12-09 13:30:00+05:30,1757.25,1759.2,1757.25,1758.85,4083,0,2024-12-09,13:30:00
2024-12-09 13:35:00+05:30,1758.55,1759.05,1756.7,1757.45,6871,0,2024-12-09,13:35:00
2024-12-09 13:40:00+05:30,1757.45,1758.65,1756.1,1757.9,5849,0,2024-12-09,13:40:00
2024-12-09 13:45:00+05:30,1757.9,1759.1,1756.55,1757.4,6897,0,2024-12-09,13:45:00
2024-12-09 13:50:00+05:30,1757.4,1759.0,1757.4,1758.1,5838,0,2024-12-09,13:50:00
2024-12-09 13:55:00+05:30,1758.1,1760.65,1757.15,1760.25,8601,0,2024-12-09,13:55:00
2024-12-09 14:00:00+05:30,1760.25,1761.45,1758.7,1759.55,10209,0,2024-12-09,14:00:00
2024-12-09 14:05:00+05:30,1759.55,1760.0,1758.85,1759.55,6692,0,2024-12-09,14:05:00
2024-12-09 14:10:00+05:30,1759.55,1760.5,1756.05,1758.0,10676,0,2024-12-09,14:10:00
2024-12-09 14:15:00+05:30,1758.0,1760.0,1757.5,1760.0,7305,0,2024-12-09,14:15:00
2024-12-09 14:20:00+05:30,1760.0,1760.0,1757.05,1757.05,9297,0,2024-12-09,14:20:00
2024-12-09 14:25:00+05:30,1757.05,1758.0,1752.6,1754.7,25382,0,2024-12-09,14:25:00
2024-12-09 14:30:00+05:30,1754.6,1758.2,1754.6,1758.2,22958,0,2024-12-09,14:30:00
2024-12-09 14:35:00+05:30,1758.4,1759.9,1757.0,1759.4,10799,0,2024-12-09,14:35:00
2024-12-09 14:40:00+05:30,1759.4,1760.0,1758.55,1760.0,6452,0,2024-12-09,14:40:00
2024-12-09 14:45:00+05:30,1759.95,1763.8,1759.95,1762.8,20934,0,2024-12-09,14:45:00
2024-12-09 14:50:00+05:30,1762.8,1765.0,1762.3,1764.85,20058,0,2024-12-09,14:50:00
2024-12-09 14:55:00+05:30,1764.6,1765.0,1762.55,1764.75,14908,0,2024-12-09,14:55:00
2024-12-09 15:00:00+05:30,1764.95,1767.0,1764.35,1766.55,45330,0,2024-12-09,15:00:00
2024-12-09 15:05:00+05:30,1766.25,1767.0,1765.05,1765.3,36518,0,2024-12-09,15:05:00
2024-12-09 15:10:00+05:30,1765.35,1766.25,1763.7,1764.0,43566,0,2024-12-09,15:10:00
2024-12-09 15:15:00+05:30,1764.0,1765.75,1762.9,1762.9,55304,0,2024-12-09,15:15:00
2024-12-09 15:20:00+05:30,1762.9,1763.8,1760.5,1763.15,52455,0,2024-12-09,15:20:00
2024-12-09 15:25:00+05:30,1763.2,1764.0,1760.0,1762.95,43756,0,2024-12-09,15:25:00
2024-12-10 09:15:00+05:30,1761.05,1773.7,1759.15,1767.0,44850,0,2024-12-10,09:15:00
2024-12-10 09:20:00+05:30,1767.5,1776.0,1765.35,1773.25,33426,0,2024-12-10,09:20:00
2024-12-10 09:25:00+05:30,1772.95,1773.15,1767.05,1768.15,14125,0,2024-12-10,09:25:00
2024-12-10 09:30:00+05:30,1768.15,1771.2,1756.65,1760.0,25363,0,2024-12-10,09:30:00
2024-12-10 09:35:00+05:30,1759.65,1763.05,1758.65,1761.1,12448,0,2024-12-10,09:35:00
2024-12-10 09:40:00+05:30,1761.1,1763.0,1759.0,1760.25,7122,0,2024-12-10,09:40:00
2024-12-10 09:45:00+05:30,1760.0,1760.35,1754.5,1759.85,29167,0,2024-12-10,09:45:00
2024-12-10 09:50:00+05:30,1760.4,1761.85,1758.0,1760.5,9619,0,2024-12-10,09:50:00
2024-12-10 09:55:00+05:30,1760.5,1760.9,1759.0,1759.9,6443,0,2024-12-10,09:55:00
2024-12-10 10:00:00+05:30,1759.9,1760.85,1758.8,1758.8,4192,0,2024-12-10,10:00:00
2024-12-10 10:05:00+05:30,1759.3,1770.5,1758.55,1766.35,21171,0,2024-12-10,10:05:00
2024-12-10 10:10:00+05:30,1766.3,1768.0,1763.3,1766.0,9906,0,2024-12-10,10:10:00
2024-12-10 10:15:00+05:30,1766.7,1770.0,1761.05,1767.9,27679,0,2024-12-10,10:15:00
2024-12-10 10:20:00+05:30,1767.9,1767.95,1765.7,1765.7,6253,0,2024-12-10,10:20:00
2024-12-10 10:25:00+05:30,1765.7,1771.4,1764.4,1768.05,18303,0,2024-12-10,10:25:00
2024-12-10 10:30:00+05:30,1768.05,1771.35,1768.0,1770.6,10367,0,2024-12-10,10:30:00
2024-12-10 10:35:00+05:30,1770.55,1770.95,1767.9,1768.25,6104,0,2024-12-10,10:35:00
2024-12-10 10:40:00+05:30,1768.25,1770.5,1767.9,1769.4,7217,0,2024-12-10,10:40:00
2024-12-10 10:45:00+05:30,1769.6,1770.8,1769.0,1770.4,10629,0,2024-12-10,10:45:00
2024-12-10 10:50:00+05:30,1770.4,1772.95,1769.75,1772.0,6983,0,2024-12-10,10:50:00
2024-12-10 10:55:00+05:30,1772.0,1772.95,1770.35,1771.0,5193,0,2024-12-10,10:55:00
2024-12-10 11:00:00+05:30,1771.1,1771.5,1769.95,1770.5,6537,0,2024-12-10,11:00:00
2024-12-10 11:05:00+05:30,1770.5,1772.0,1770.25,1771.35,4353,0,2024-12-10,11:05:00
2024-12-10 11:10:00+05:30,1771.35,1773.9,1770.45,1773.9,6636,0,2024-12-10,11:10:00
2024-12-10 11:15:00+05:30,1773.95,1775.0,1769.9,1769.9,17086,0,2024-12-10,11:15:00
2024-12-10 11:20:00+05:30,1769.9,1772.75,1769.55,1771.75,4489,0,2024-12-10,11:20:00
2024-12-10 11:25:00+05:30,1771.55,1773.0,1771.55,1772.95,5736,0,2024-12-10,11:25:00
2024-12-10 11:30:00+05:30,1772.95,1773.5,1772.25,1772.75,4412,0,2024-12-10,11:30:00
2024-12-10 11:35:00+05:30,1772.5,1772.7,1769.1,1769.5,7566,0,2024-12-10,11:35:00
2024-12-10 11:40:00+05:30,1769.5,1774.0,1769.4,1773.65,6274,0,2024-12-10,11:40:00
2024-12-10 11:45:00+05:30,1773.65,1773.9,1770.15,1770.35,5900,0,2024-12-10,11:45:00
2024-12-10 11:50:00+05:30,1770.35,1771.95,1770.05,1771.3,4373,0,2024-12-10,11:50:00
2024-12-10 11:55:00+05:30,1771.5,1772.7,1769.85,1771.4,5170,0,2024-12-10,11:55:00
2024-12-10 12:00:00+05:30,1771.45,1771.75,1769.5,1769.8,5403,0,2024-12-10,12:00:00
2024-12-10 12:05:00+05:30,1769.8,1771.6,1769.6,1770.7,2896,0,2024-12-10,12:05:00
2024-12-10 12:10:00+05:30,1770.65,1770.7,1768.8,1770.4,5346,0,2024-12-10,12:10:00
2024-12-10 12:15:00+05:30,1770.0,1770.4,1766.15,1769.6,12525,0,2024-12-10,12:15:00
2024-12-10 12:20:00+05:30,1770.05,1771.55,1768.15,1768.45,7226,0,2024-12-10,12:20:00
2024-12-10 12:25:00+05:30,1768.45,1769.0,1767.0,1768.25,7310,0,2024-12-10,12:25:00
2024-12-10 12:30:00+05:30,1768.25,1768.75,1766.1,1768.05,4756,0,2024-12-10,12:30:00
2024-12-10 12:35:00+05:30,1768.6,1768.6,1765.75,1768.4,3504,0,2024-12-10,12:35:00
2024-12-10 12:40:00+05:30,1768.4,1768.4,1765.3,1766.7,4474,0,2024-12-10,12:40:00
2024-12-10 12:45:00+05:30,1766.6,1767.5,1765.95,1766.35,3010,0,2024-12-10,12:45:00
2024-12-10 12:50:00+05:30,1766.3,1768.05,1765.0,1767.75,3502,0,2024-12-10,12:50:00
2024-12-10 12:55:00+05:30,1767.55,1767.65,1766.2,1766.75,2811,0,2024-12-10,12:55:00
2024-12-10 13:00:00+05:30,1766.75,1768.05,1765.25,1767.95,6210,0,2024-12-10,13:00:00
2024-12-10 13:05:00+05:30,1767.95,1769.25,1767.25,1767.8,3211,0,2024-12-10,13:05:00
2024-12-10 13:10:00+05:30,1767.8,1768.2,1765.9,1766.7,7373,0,2024-12-10,13:10:00
2024-12-10 13:15:00+05:30,1766.7,1767.8,1765.25,1766.7,4793,0,2024-12-10,13:15:00
2024-12-10 13:20:00+05:30,1766.7,1767.85,1766.0,1767.05,3578,0,2024-12-10,13:20:00
2024-12-10 13:25:00+05:30,1767.1,1768.7,1767.05,1768.05,3936,0,2024-12-10,13:25:00
2024-12-10 13:30:00+05:30,1768.05,1769.85,1768.05,1768.7,5252,0,2024-12-10,13:30:00
2024-12-10 13:35:00+05:30,1768.55,1769.35,1767.7,1769.25,3842,0,2024-12-10,13:35:00
2024-12-10 13:40:00+05:30,1769.25,1770.0,1768.0,1768.05,4230,0,2024-12-10,13:40:00
2024-12-10 13:45:00+05:30,1768.25,1769.35,1765.2,1765.3,13536,0,2024-12-10,13:45:00
2024-12-10 13:50:00+05:30,1765.3,1765.6,1763.1,1764.05,5291,0,2024-12-10,13:50:00
2024-12-10 13:55:00+05:30,1764.35,1765.1,1763.1,1764.15,5749,0,2024-12-10,13:55:00
2024-12-10 14:00:00+05:30,1764.15,1768.4,1764.15,1767.5,5538,0,2024-12-10,14:00:00
2024-12-10 14:05:00+05:30,1767.5,1770.0,1765.45,1770.0,4545,0,2024-12-10,14:05:00
2024-12-10 14:10:00+05:30,1770.0,1770.5,1767.25,1768.9,4907,0,2024-12-10,14:10:00
2024-12-10 14:15:00+05:30,1768.85,1770.15,1768.2,1770.15,3474,0,2024-12-10,14:15:00
2024-12-10 14:20:00+05:30,1769.45,1770.4,1767.45,1770.25,6149,0,2024-12-10,14:20:00
2024-12-10 14:25:00+05:30,1770.25,1770.5,1768.25,1769.2,4265,0,2024-12-10,14:25:00
2024-12-10 14:30:00+05:30,1769.2,1770.5,1768.45,1769.3,6939,0,2024-12-10,14:30:00
2024-12-10 14:35:00+05:30,1768.85,1770.0,1768.15,1768.95,4058,0,2024-12-10,14:35:00
2024-12-10 14:40:00+05:30,1769.2,1770.0,1768.95,1769.95,4174,0,2024-12-10,14:40:00
2024-12-10 14:45:00+05:30,1769.35,1770.5,1768.8,1768.85,6617,0,2024-12-10,14:45:00
2024-12-10 14:50:00+05:30,1768.8,1770.0,1768.7,1768.7,5083,0,2024-12-10,14:50:00
2024-12-10 14:55:00+05:30,1768.7,1769.95,1768.6,1769.65,6114,0,2024-12-10,14:55:00
2024-12-10 15:00:00+05:30,1769.65,1773.9,1768.65,1768.8,45452,0,2024-12-10,15:00:00
2024-12-10 15:05:00+05:30,1768.85,1768.85,1765.5,1766.8,44836,0,2024-12-10,15:05:00
2024-12-10 15:10:00+05:30,1766.85,1767.45,1763.1,1763.3,58213,0,2024-12-10,15:10:00
2024-12-10 15:15:00+05:30,1763.25,1766.9,1763.1,1765.05,51465,0,2024-12-10,15:15:00
2024-12-10 15:20:00+05:30,1765.1,1765.65,1764.4,1765.65,39738,0,2024-12-10,15:20:00
2024-12-10 15:25:00+05:30,1765.6,1769.0,1764.35,1764.35,33068,0,2024-12-10,15:25:00
2024-12-11 09:15:00+05:30,1760.0,1769.95,1758.0,1759.35,11116,0,2024-12-11,09:15:00
2024-12-11 09:20:00+05:30,1759.3,1762.75,1758.45,1760.9,6989,0,2024-12-11,09:20:00
2024-12-11 09:25:00+05:30,1760.85,1760.85,1757.8,1759.3,3377,0,2024-12-11,09:25:00
2024-12-11 09:30:00+05:30,1759.3,1763.05,1757.05,1761.85,8060,0,2024-12-11,09:30:00
2024-12-11 09:35:00+05:30,1761.85,1762.4,1758.7,1759.65,3335,0,2024-12-11,09:35:00
2024-12-11 09:40:00+05:30,1759.65,1759.65,1756.75,1757.45,7145,0,2024-12-11,09:40:00
2024-12-11 09:45:00+05:30,1757.45,1758.8,1755.0,1758.8,6386,0,2024-12-11,09:45:00
2024-12-11 09:50:00+05:30,1757.85,1762.0,1756.0,1762.0,3329,0,2024-12-11,09:50:00
2024-12-11 09:55:00+05:30,1762.0,1765.35,1761.05,1765.3,5742,0,2024-12-11,09:55:00
2024-12-11 10:00:00+05:30,1765.55,1765.55,1762.6,1764.0,2895,0,2024-12-11,10:00:00
2024-12-11 10:05:00+05:30,1764.0,1764.0,1762.55,1763.8,1416,0,2024-12-11,10:05:00
2024-12-11 10:10:00+05:30,1763.8,1764.75,1761.3,1763.55,4206,0,2024-12-11,10:10:00
2024-12-11 10:15:00+05:30,1763.55,1764.05,1761.7,1762.0,1839,0,2024-12-11,10:15:00
2024-12-11 10:20:00+05:30,1762.05,1773.1,1762.0,1771.35,16884,0,2024-12-11,10:20:00
2024-12-11 10:25:00+05:30,1771.5,1774.65,1770.6,1771.7,4852,0,2024-12-11,10:25:00
2024-12-11 10:30:00+05:30,1771.7,1771.9,1769.05,1770.8,2795,0,2024-12-11,10:30:00
2024-12-11 10:35:00+05:30,1770.65,1771.95,1770.2,1770.2,6074,0,2024-12-11,10:35:00
2024-12-11 10:40:00+05:30,1770.6,1772.45,1770.0,1772.4,4009,0,2024-12-11,10:40:00
2024-12-11 10:45:00+05:30,1772.4,1777.3,1772.0,1775.2,8853,0,2024-12-11,10:45:00
2024-12-11 10:50:00+05:30,1775.2,1775.65,1773.2,1774.6,5017,0,2024-12-11,10:50:00
2024-12-11 10:55:00+05:30,1774.6,1775.6,1772.0,1772.85,6267,0,2024-12-11,10:55:00
2024-12-11 11:00:00+05:30,1772.85,1774.95,1772.7,1773.3,5873,0,2024-12-11,11:00:00
2024-12-11 11:05:00+05:30,1773.3,1782.5,1773.3,1781.45,19122,0,2024-12-11,11:05:00
2024-12-11 11:10:00+05:30,1781.45,1782.3,1776.0,1777.0,7771,0,2024-12-11,11:10:00
2024-12-11 11:15:00+05:30,1776.95,1776.95,1774.2,1775.5,2712,0,2024-12-11,11:15:00
2024-12-11 11:20:00+05:30,1775.5,1775.5,1772.3,1773.5,5487,0,2024-12-11,11:20:00
2024-12-11 11:25:00+05:30,1773.5,1773.95,1768.15,1769.65,25134,0,2024-12-11,11:25:00
2024-12-11 11:30:00+05:30,1769.65,1770.0,1768.75,1770.0,5042,0,2024-12-11,11:30:00
